IQCommon/api/klinedata.pyc                                               _all_bars_of_cache                 insert:0/1 | - +JUMP
IQCommon/strategy/wizard_quant_api.pyc                                   params_analysis                    replace:1/2 replace:1/2 delete:8/0 | -BUILD_CONST_KEY_MAP,CALL,JUMP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,RETURN_VALUE +LOAD_CONST,RETURN_VALUE
IQCommon/strategy/wizard_quant_api.pyc                                   region_mean_desicion               replace:1/2 replace:1/1 | -JUMP,LOAD_CONST +LOAD_CONST,RETURN_VALUE
IQCommon/strategy/wizard_quant_api.pyc                                   wizard_quant_check_limit           delete:1/0 | -JUMP +
IQCommon/util/common_func.pyc                                            fill_kline_data                    delete:1/0 | -JUMP +
IQCommon/util/common_func.pyc                                            fill_kline_data_by_pre             delete:1/0 | -JUMP +
IQCommon/util/common_func.pyc                                            get_crontab_execute_time           replace:14/2 | -BINARY_SUBSCR,CALL,LOAD_CONST,LOAD_FAST,LOAD_METHOD,STORE_FAST +LOAD_GLOBAL
IQCommon/util/common_func.pyc                                            get_kline_time_by_frequency_array  delete:3/0 | -DELETE_SUBSCR,LOAD_CONST,LOAD_FAST +
IQCommon/util/fileio_utils.pyc                                           acquire                            insert:0/7 delete:11/0 delete:1/0 | -CALL,DELETE_FAST,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_EXCEPT,POP_TOP,STORE_FAST +CALL,JUMP,LOAD_ATTR,LOAD_FAST,LOAD_GLOBAL,POP_TOP
IQCommon/util/fileio_utils.pyc                                           write                              replace:7/1 insert:0/7 replace:2/1 replace:1/1 | -CALL,LOAD_CONST,POP_TOP,RETURN_VALUE +CALL,JUMP,LOAD_CONST,POP_TOP,RETURN_VALUE
IQCommon/util/replace_utils.pyc                                          decrypt_database_url               delete:4/0 replace:1/1 insert:0/33 | -CONTAINS_OP,LOAD_CONST,LOAD_FAST,POP_JUMP_IF_FALSE,RETURN_VALUE +BINARY_SUBSCR,CALL,COMPARE_OP,CONTAINS_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP,PUSH_NULL,RETURN_VALUE,STORE_FAST
IQCommon/util/trade_info_utils.pyc                                       get_trade_list                     replace:1/1 delete:10/0 replace:1/1 delete:6/0 | -BINARY_SUBSCR,CALL,COMPARE_OP,CONTAINS_OP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE +POP_JUMP_IF_TRUE
IQCommon/util/trade_info_utils.pyc                                       trade_operation                    delete:2/0 | -LOAD_CONST,RETURN_VALUE +
IQData/api/api_base.pyc                                                  get_future_history_df              delete:16/0 replace:1/1 | -BINARY_OP,BINARY_SUBSCR,CALL,COMPARE_OP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,STORE_FAST +LOAD_GLOBAL
IQData/api/api_base.pyc                                                  get_history_df                     replace:5/1 replace:5/1 insert:0/4 insert:0/4 replace:1/1 insert:0/1 delete:4/0 delete:21/0 replace:1/1 | -BINARY_OP,BINARY_SUBSCR,CALL,COMPARE_OP,CONTAINS_OP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_JUMP_IF_TRUE,STORE_FAST +BINARY_OP,JUMP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,STORE_FAST
IQData/plugins/plugin_system_fly_historyquote/history_data_source.pyc    get_kline_by_count                 replace:1/1 delete:4/0 delete:10/0 replace:1/1 delete:1/0 replace:1/1 replace:1/1 replace:1/1 insert:0/2 | -BINARY_SUBSCR,CALL,COMPARE_OP,JUMP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,STORE_FAST +LOAD_CONST,LOAD_GLOBAL,POP_JUMP_IF_TRUE,RETURN_VALUE
IQData/plugins/plugin_system_fly_historyquote/history_data_source.pyc    get_price                          replace:7/1 insert:0/2 | -BINARY_SUBSCR,JUMP,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_NOT_NONE +LOAD_CONST,RETURN_VALUE
IQData/plugins/plugin_system_realquote/real_quote.pyc                    get_cache_l2_data                  insert:0/1 delete:2/0 | -LOAD_CONST,STORE_FAST +POP_TOP
IQData/plugins/plugin_system_realquote/real_quote.pyc                    get_cache_l2_data_by_one           insert:0/1 delete:2/0 | -LOAD_CONST,STORE_FAST +POP_TOP
IQData/plugins/plugin_system_realquote/real_quote.pyc                    get_real_minute_kline              delete:31/0 insert:0/34 | -CALL,COMPARE_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,RETURN_VALUE,STORE_FAST,STORE_SUBSCR +CALL,COMPARE_OP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,RETURN_VALUE,STORE_FAST,STORE_SUBSCR
IQData/plugins/plugin_system_realquote/real_quote.pyc                    get_tick_direction                 delete:26/0 insert:0/27 | -CALL,COMPARE_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,POP_TOP,RETURN_VALUE +CALL,COMPARE_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,POP_TOP,RETURN_VALUE
IQData/plugins/plugin_system_realquote/real_quote.pyc                    one_prod_to_dataframe              delete:1/0 | -JUMP +
IQData/plugins/plugin_system_realquote/real_quote.pyc                    one_prod_to_ndarray                insert:0/7 insert:0/25 delete:30/0 | -BINARY_SUBSCR,BUILD_SLICE,CALL,COMPARE_OP,JUMP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_JUMP_IF_TRUE,POP_TOP +BINARY_SUBSCR,BUILD_SLICE,CALL,COMPARE_OP,JUMP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP
IQData/utils/common_func.pyc                                             fill_kline_data_by_pre             delete:1/0 | -JUMP +
IQData/utils/common_func.pyc                                             handle_exrights                    replace:9/1 delete:8/0 insert:0/8 | -BINARY_SUBSCR,CALL,COMPARE_OP,CONTAINS_OP,JUMP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_NOT_NONE,POP_JUMP_IF_TRUE,RETURN_VALUE +BINARY_SUBSCR,CONTAINS_OP,JUMP,LOAD_FAST,POP_JUMP_IF_NOT_NONE,RETURN_VALUE
IQEngine/plugins/plugin_fly_data/fly_api/order_api.pyc                   buy_close                          delete:24/0 insert:0/16 | -CALL,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP,STORE_FAST +CALL,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP,RETURN_VALUE
IQEngine/plugins/plugin_fly_data/fly_api/order_api.pyc                   future_order                       delete:8/0 delete:1/0 replace:1/4 delete:4/0 insert:0/2 | -CALL,KW_NAMES,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD +LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_METHOD,RETURN_VALUE
IQEngine/plugins/plugin_fly_data/fly_api/order_api.pyc                   option_order                       delete:4/0 replace:3/8 insert:0/1 replace:1/1 delete:9/0 delete:2/0 | -CALL,COMPARE_OP,JUMP,KW_NAMES,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE +CALL,COMPARE_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP
IQEngine/plugins/plugin_fly_data/fly_api/order_api.pyc                   sell_close                         delete:24/0 insert:0/16 | -CALL,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP,STORE_FAST +CALL,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP,RETURN_VALUE
IQEngine/plugins/plugin_system_event_source/default_event_source.pyc     events                             delete:15/0 replace:2/15 | -CALL,JUMP,KW_NAMES,LOAD_CONST,LOAD_FAST,LOAD_METHOD,STORE_FAST +CALL,KW_NAMES,LOAD_CONST,LOAD_FAST,LOAD_METHOD,STORE_FAST
IQEngine/plugins/plugin_system_event_source/realtime_event_source.pyc    clock_worker                       insert:0/1 delete:16/0 replace:12/1 insert:0/100 delete:5/0 replace:6/2 replace:1/1 replace:60/1 | -BUILD_TUPLE,CALL,COMPARE_OP,COPY,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_DEREF,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_JUMP_IF_TRUE,POP_TOP,PUSH_NULL,RETURN_VALUE,STORE_ATTR,SWAP +BUILD_TUPLE,CALL,COMPARE_OP,COPY,JUMP,LOAD_ATTR,LOAD_DEREF,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_JUMP_IF_TRUE,POP_TOP,PUSH_NULL,STORE_ATTR,SWAP
IQEngine/plugins/plugin_system_log/__init__.pyc                          setup                              delete:48/0 delete:9/0 replace:4/1 delete:5/0 | -CALL,KW_NAMES,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,STORE_ATTR,STORE_FAST +BUILD_TUPLE
IQEngine/plugins/plugin_system_log/__init__.pyc                          trade_logs_control                 insert:0/1 | - +JUMP
IQEngine/plugins/plugin_system_matcher/matcher.pyc                       match                              delete:281/0 delete:4/0 insert:0/259 | -BINARY_SUBSCR,BUILD_SLICE,CALL,COMPARE_OP,CONTAINS_OP,COPY,JUMP,JUMP_IF_FALSE_OR_POP,KW_NAMES,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_JUMP_IF_TRUE,POP_TOP,STORE_FAST,SWAP +BINARY_SUBSCR,BUILD_SLICE,CALL,COMPARE_OP,CONTAINS_OP,JUMP,KW_NAMES,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_JUMP_IF_TRUE,POP_TOP,STORE_FAST
IQEngine/plugins/plugin_system_risk_calculation/__init__.pyc             _on_publish_after_trading_end      delete:7/0 | -CALL,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_GLOBAL,POP_TOP +
IQEngine/plugins/plugin_system_risk_calculation/__init__.pyc             _save_testds_to_csv                delete:1/0 delete:2/0 delete:1/0 replace:2/1 delete:2/0 | -IMPORT_FROM,IMPORT_NAME,LOAD_CONST,POP_TOP,RETURN_VALUE +JUMP
IQEngine/plugins/plugin_system_risk_calculation/__init__.pyc             get_TradeMode_trades               delete:3/0 delete:3/0 delete:3/0 delete:3/0 delete:3/0 delete:3/0 delete:3/0 delete:3/0 delete:3/0 delete:3/0 delete:3/0 delete:3/0 delete:6/0 delete:2/0 delete:6/0 delete:2/0 delete:3/0 delete:3/0 delete:6/0 delete:2/0 delete:6/0 delete:2/0 delete:6/0 delete:1/0 delete:1/0 delete:6/0 delete:1/0 delete:1/0 | -BINARY_OP,BINARY_SUBSCR,COMPARE_OP,COPY,LOAD_CONST,LOAD_FAST,SWAP +
IQEngine/plugins/plugin_system_trade/function.pyc                        get_entrust_item_info              delete:1/0 insert:0/1 delete:4/0 | -CALL,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL +LOAD_FAST
IQEngine/plugins/plugin_system_trade/function.pyc                        order_entrust_info_handle          insert:0/55 replace:15/1 replace:2/3 delete:29/0 replace:2/2 delete:8/0 | -BINARY_OP,BINARY_SUBSCR,CALL,COMPARE_OP,CONTAINS_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,POP_TOP,STORE_ATTR,STORE_FAST +BINARY_OP,BINARY_SUBSCR,CALL,COMPARE_OP,CONTAINS_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,POP_TOP,RETURN_VALUE,STORE_ATTR,STORE_FAST
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               _process_cancel_order              replace:1/2 delete:1/0 delete:1/0 insert:0/1 replace:1/2 | -JUMP +JUMP,LOAD_CONST,RETURN_VALUE
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               _process_order                     delete:10/0 delete:15/0 delete:1/0 delete:8/0 delete:8/0 delete:3/0 delete:1/0 delete:3/0 delete:1/0 delete:5/0 replace:8/1 delete:3/0 delete:1/0 delete:7/0 insert:0/1 insert:0/9 insert:0/7 replace:1/2 | -BINARY_OP,BUILD_STRING,CALL,FORMAT_VALUE,JUMP,KW_NAMES,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_TOP +BINARY_OP,CALL,COMPARE_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_TRUE,POP_TOP,RETURN_VALUE
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               _sync_worker                       replace:1/6 replace:1/1 delete:50/0 delete:16/0 insert:0/34 | -BINARY_OP,CALL,COMPARE_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_JUMP_IF_TRUE,POP_TOP,STORE_FAST +BINARY_OP,CALL,COMPARE_OP,COPY,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_JUMP_IF_TRUE,POP_TOP,RETURN_VALUE,STORE_FAST,SWAP
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               _trade_status_handle               delete:8/0 insert:0/5 replace:1/2 | -CALL,JUMP,KW_NAMES,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,STORE_ATTR +COMPARE_OP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,POP_JUMP_IF_TRUE,RETURN_VALUE
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               after_trading_cancel_order         insert:0/2 replace:1/2 | -JUMP +LOAD_CONST,RETURN_VALUE
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               etf_basket_order                   delete:10/0 delete:1/0 insert:0/10 | -BINARY_OP,CALL,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_TOP,RETURN_VALUE +BINARY_OP,CALL,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_TOP,RETURN_VALUE
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               etf_purchase_redemption            replace:3/1 replace:11/3 replace:4/1 delete:1/0 delete:1/0 replace:1/1 replace:11/2 | -BUILD_STRING,CALL,FORMAT_VALUE,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_TOP +BUILD_STRING,FORMAT_VALUE,LOAD_CONST
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               fund_transfer                      delete:2/0 replace:1/1 replace:11/3 replace:26/1 | -BUILD_STRING,CALL,COMPARE_OP,FORMAT_VALUE,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP +BUILD_STRING,FORMAT_VALUE,LOAD_CONST
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               get_all_orders                     delete:4/0 insert:0/7 | -JUMP,LOAD_ATTR,LOAD_FAST,STORE_FAST +LOAD_ATTR,LOAD_CONST,LOAD_FAST,RETURN_VALUE,STORE_FAST
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               get_etf_stock_info                 insert:0/2 delete:29/0 | -BINARY_SUBSCR,BUILD_LIST,CALL,COMPARE_OP,JUMP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,RETURN_VALUE,STORE_FAST +BUILD_LIST,STORE_FAST
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               get_ipo_stocks                     delete:2/0 | -JUMP +
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               get_max_amount                     insert:0/12 | - +BINARY_SUBSCR,CALL,JUMP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,STORE_FAST
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               get_trades                         insert:0/1 | - +POP_TOP
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               ipo_stocks_order                   delete:2/0 insert:0/1 delete:13/0 delete:26/0 insert:0/39 | -BINARY_OP,BUILD_STRING,CALL,COMPARE_OP,FORMAT_VALUE,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,POP_TOP +BINARY_OP,BUILD_STRING,CALL,COMPARE_OP,FORMAT_VALUE,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,POP_TOP
IQEngine/plugins/plugin_system_trade/trade_live_broker.pyc               market_fund_transfer               replace:3/1 replace:11/3 replace:18/1 | -BUILD_STRING,CALL,COMPARE_OP,FORMAT_VALUE,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP +BUILD_STRING,FORMAT_VALUE,LOAD_CONST
IQEngine/utils/scheduler.pyc                                             get_checked_time                   delete:7/0 insert:0/7 | -CALL,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,STORE_FAST,UNPACK_SEQUENCE +CALL,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,STORE_FAST,UNPACK_SEQUENCE
IQEngine/utils/scheduler.pyc                                             is_run_interval_time_now           replace:1/2 replace:1/2 delete:24/0 | -COMPARE_OP,COPY,JUMP,JUMP_IF_FALSE_OR_POP,JUMP_IF_TRUE_OR_POP,LOAD_FAST,LOAD_GLOBAL,POP_TOP,RETURN_VALUE,SWAP +LOAD_CONST,RETURN_VALUE
IQEngine/utils/scheduler.pyc                                             run_daily                          delete:1/0 delete:6/0 delete:1/0 delete:1/0 replace:1/1 | -BINARY_SUBSCR,BUILD_TUPLE,CALL,LOAD_CLOSURE,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,MAKE_CELL,STORE_DEREF,SWAP +BUILD_TUPLE
fly/data/quote.pyc                                                       build_current_period_df            replace:11/2 | -CALL,KW_NAMES,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,STORE_FAST,STORE_SUBSCR +LOAD_CONST,POP_TOP
fly/data/quote.pyc                                                       check_frequency                    replace:2/1 insert:0/2 | -LOAD_CONST,RETURN_VALUE +JUMP,LOAD_CONST,RETURN_VALUE
fly/data/quote.pyc                                                       check_limit                        delete:20/0 | -BINARY_SUBSCR,BUILD_SLICE,BUILD_STRING,CALL,FORMAT_VALUE,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_TOP +
fly/data/quote.pyc                                                       check_stock                        insert:0/1 | - +JUMP
fly/data/quote.pyc                                                       get_individual_data                delete:26/0 delete:7/0 insert:0/23 insert:0/2 | -CALL,COMPARE_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP,RETURN_VALUE,STORE_FAST +CALL,COMPARE_OP,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP,RETURN_VALUE
fly/data/quote.pyc                                                       get_price                          replace:7/1 delete:2/0 replace:18/3 delete:19/0 | -BINARY_SUBSCR,BUILD_SLICE,BUILD_STRING,CALL,FORMAT_VALUE,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_METHOD,POP_JUMP_IF_NONE,POP_TOP,STORE_FAST +BUILD_STRING,FORMAT_VALUE,LOAD_CONST
fly/data/quote.pyc                                                       get_real_from_zeromq               delete:22/0 delete:28/0 delete:9/0 delete:1/0 delete:2/0 replace:1/1 replace:1/1 insert:0/28 | -BINARY_OP,BINARY_SUBSCR,BUILD_SLICE,BUILD_STRING,BUILD_TUPLE,CALL,COMPARE_OP,FORMAT_VALUE,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP,RETURN_VALUE,STORE_FAST,UNPACK_SEQUENCE +CALL,COMPARE_OP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_TOP,RETURN_VALUE
fly/data/quote.pyc                                                       initImagedata                      delete:20/0 | -BINARY_SUBSCR,BUILD_SLICE,BUILD_STRING,CALL,FORMAT_VALUE,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_TOP +
fly/data/quote.pyc                                                       is_delisting_stock_real            delete:1/0 | -JUMP +
fly/data/quote.pyc                                                       load_bars_from_hundsun             replace:7/1 delete:2/0 insert:0/6 replace:10/8 insert:0/5 delete:8/0 replace:1/1 replace:1/1 replace:1/1 replace:1/1 | -BINARY_SUBSCR,BUILD_SLICE,BUILD_STRING,CALL,FORMAT_VALUE,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,STORE_FAST +BUILD_STRING,CALL,FORMAT_VALUE,JUMP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,POP_TOP
fly/data/quote.pyc                                                       load_get_price                     replace:7/1 delete:2/0 replace:15/3 delete:15/0 | -BINARY_SUBSCR,BUILD_SLICE,BUILD_STRING,CALL,COMPARE_OP,FORMAT_VALUE,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,STORE_FAST +BUILD_STRING,FORMAT_VALUE,LOAD_CONST
fly/data/quote.pyc                                                       one_prod_to_dataframe              delete:1/0 | -JUMP +
fly/data/quote.pyc                                                       run_individual_transform           delete:12/0 replace:9/4 delete:17/0 delete:1/0 insert:0/8 delete:18/0 replace:1/1 replace:1/1 insert:0/2 | -BINARY_OP,BINARY_SUBSCR,CALL,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,LOAD_METHOD,POP_JUMP_IF_FALSE,POP_JUMP_IF_TRUE,POP_TOP,STORE_FAST +CALL,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_METHOD,POP_JUMP_IF_TRUE,POP_TOP,RETURN_VALUE,STORE_FAST
fly/data/quote.pyc                                                       run_tick_socket                    delete:21/0 insert:0/22 | -CALL,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_METHOD,POP_TOP,RETURN_VALUE,STORE_SUBSCR +CALL,JUMP,LOAD_ATTR,LOAD_CONST,LOAD_FAST,LOAD_METHOD,POP_TOP,RETURN_VALUE,STORE_SUBSCR
fly/data/quote_handler.pyc                                               <dictcomp>                         replace:1/1 delete:14/0 | -CALL,CONTAINS_OP,COPY_FREE_VARS,JUMP,LOAD_CONST,LOAD_DEREF,LOAD_FAST,LOAD_METHOD,POP_JUMP_IF_FALSE +COPY_FREE_VARS
fly/data/quote_handler.pyc                                               get_Ashares_local                  insert:0/2 | - +LOAD_CONST,POP_TOP
fly/data/quote_handler.pyc                                               get_index                          delete:34/0 insert:0/4 replace:1/1 insert:0/2 | -BINARY_OP,BINARY_SUBSCR,CALL,COMPARE_OP,LOAD_CONST,LOAD_FAST,LOAD_GLOBAL,POP_JUMP_IF_FALSE,RETURN_VALUE,STORE_FAST +BINARY_OP,LOAD_CONST,LOAD_FAST,POP_TOP,RETURN_VALUE
